purchase_id,purchase_time,purchase_price,payment_status,store_id,buyer_id,product_id
6980805,2/16/2021,933450,paid,1338592,2020269,8433512
6980764,2/16/2021,80064,paid,1338551,2017606,4641010
6980422,2/16/2021,13909,cancel,1338209,2018432,9866819
6980279,2/16/2021,235392,waiting,1338066,2017866,6167857
6980626,2/16/2021,437010,paid,1338413,2017601,8631220
6979917,2/16/2021,471716,paid,1337704,2017458,4301406
6979918,2/16/2021,1053300,waiting,1337705,2018636,2893830
6980373,2/16/2021,866190,paid,1338160,2020721,6318308
6980410,2/16/2021,516950,paid,1338197,2018813,9894658
6980616,2/16/2021,627264,waiting,1338403,2017529,7929916
6980715,2/16/2021,1249820,paid,1338502,2019919,4512977
6980646,2/16/2021,1210880,paid,1338433,2017210,9976729
6980615,2/16/2021,428446,paid,1338402,2017495,10162215
6980154,2/16/2021,1253476,paid,1337941,2019733,7158659
6980289,2/16/2021,1241496,cancel,1338076,2020497,7423171
6980703,2/16/2021,1191799,paid,1338490,2018254,9788298
6980079,2/16/2021,410400,waiting,1337866,2018534,7449114
6980110,2/16/2021,231030,waiting,1337897,2020707,9624554
6980872,2/16/2021,1011750,waiting,1338659,2017047,2637561
6980651,2/16/2021,982584,paid,1338438,2017274,5455535
6979884,2/16/2021,1173021,paid,1337671,2018292,2808186
6979913,2/16/2021,342677,cancel,1337700,2019746,3796522
6980684,2/16/2021,979516,paid,1338471,2020648,9622821
6980769,2/16/2021,978870,paid,1338556,2018177,7238686
6980668,2/16/2021,470184,cancel,1338455,2020182,8604274
6979943,2/16/2021,1258008,paid,1337730,2020464,6947266
6980711,2/16/2021,1242450,paid,1338498,2020788,6789698
6980386,2/17/2021,749150,paid,1338173,2019715,2653192
6979996,2/17/2021,746240,cancel,1337783,2019930,7639603
6980146,2/17/2021,319032,cancel,1337933,2020240,5582076
6980233,2/17/2021,1115775,paid,1338020,2018917,8223529
6980611,2/17/2021,1115775,paid,1338398,2019402,8087342
6980023,2/17/2021,131904,paid,1337810,2019466,6132604
6980446,2/17/2021,618899,cancel,1338233,2018901,9061873
6980073,2/17/2021,356425,paid,1337860,2017008,5592395
6979949,2/17/2021,964620,paid,1337736,2020827,6098113
6980527,2/17/2021,452628,waiting,1338314,2017109,7280677
6980569,2/17/2021,55168,paid,1338356,2019134,5244951
6980239,2/17/2021,1122274,paid,1338026,2019282,6142014
6980872,2/17/2021,330375,paid,1338659,2018008,5275910
6980510,2/17/2021,139800,paid,1338297,2018801,9883269
6980081,2/17/2021,626854,paid,1337868,2017397,2726379
6980025,2/17/2021,846985,paid,1337812,2020249,9179637
6979967,2/17/2021,659472,waiting,1337754,2018105,4459030
6980123,2/17/2021,1019268,cancel,1337910,2017860,2843794
6980455,2/17/2021,867960,waiting,1338242,2020119,6888268
6980437,2/17/2021,589720,paid,1338224,2019054,6498811
6980640,2/17/2021,587370,paid,1338427,2018501,5137139
6980302,2/17/2021,95375,paid,1338089,2020679,5305425
6980379,2/17/2021,353475,cancel,1338166,2017818,3825563
6980450,2/17/2021,1053216,paid,1338237,2020114,2535525
6980416,2/17/2021,988812,cancel,1338203,2018775,6925449
6980390,2/17/2021,1366316,cancel,1338177,2020486,8855425
6980662,2/17/2021,1266141,waiting,1338449,2017494,10347004
6980180,2/17/2021,656098,paid,1337967,2019421,8397576
6980473,2/17/2021,917469,paid,1338260,2018836,6516018
6980152,2/17/2021,253725,cancel,1337939,2020454,7401647
6980788,2/17/2021,689583,paid,1338575,2019195,4345413
6980219,2/17/2021,304437,paid,1338006,2020042,8029253
6980789,2/17/2021,1182240,waiting,1338576,2017921,7511151
6980190,2/17/2021,880512,waiting,1337977,2018569,5318310
6980871,2/17/2021,819252,paid,1338658,2019195,7253174
6980718,2/17/2021,362610,cancel,1338505,2020035,8038849
6980683,2/17/2021,55200,paid,1338470,2020461,3622755
6980404,2/17/2021,812253,paid,1338191,2020382,5749751
6980330,2/17/2021,333592,paid,1338117,2019227,10135618
6980145,2/17/2021,366984,paid,1337932,2018377,7056494
6980636,2/17/2021,1124431,paid,1338423,2017453,3325158
6980420,2/17/2021,58520,waiting,1338207,2017930,10300589
6980108,2/17/2021,719510,paid,1337895,2017856,9839525
6980757,2/17/2021,1146068,cancel,1338544,2019144,8636440
6980309,2/17/2021,796050,waiting,1338096,2018425,5901310
6980198,2/17/2021,550468,paid,1337985,2019720,8070516
6979921,2/17/2021,437220,paid,1337708,2020360,4163471
6980707,2/17/2021,267552,paid,1338494,2018817,8545932
6980756,2/17/2021,297440,paid,1338543,2017230,8422070
6980587,2/17/2021,631440,paid,1338374,2016924,10044813
6979911,2/17/2021,1145105,paid,1337698,2017277,6792217
6980760,2/17/2021,1079048,cancel,1338547,2018592,5353508
6980473,2/17/2021,444147,waiting,1338260,2018235,6393749
6979917,2/17/2021,1258754,paid,1337704,2017237,9934089
6980741,2/17/2021,505085,paid,1338528,2017606,5616875
6980105,2/17/2021,373750,paid,1337892,2019368,9430151
6980651,2/17/2021,1111572,paid,1338438,2020624,6194085
6980691,2/17/2021,275025,paid,1338478,2019676,4357419
6980168,2/18/2021,984498,paid,1337955,2019762,3403858
6980779,2/18/2021,555906,paid,1338566,2018990,8587131
6980187,2/18/2021,593520,paid,1337974,2020856,4627428
6980121,2/18/2021,921228,waiting,1337908,2016890,3295667
6980220,2/18/2021,370526,waiting,1338007,2019930,4241804
6980700,2/18/2021,660960,paid,1338487,2017000,8191411
6980465,2/18/2021,610367,paid,1338252,2018436,2860496
6980236,2/18/2021,287679,paid,1338023,2017000,3498150
6979927,2/18/2021,1309077,paid,1337714,2017280,6695063
6980141,2/18/2021,626704,waiting,1337928,2017501,9604635
6980656,2/18/2021,119043,paid,1338443,2019073,8292060
6980723,2/18/2021,422656,paid,1338510,2018088,2645106
6979904,2/18/2021,1198585,paid,1337691,2020070,7199043
6980284,2/18/2021,1303120,paid,1338071,2019052,3637262
6980244,2/18/2021,1251234,cancel,1338031,2019703,3764680
6980817,2/18/2021,1484703,paid,1338604,2018633,3616206
6980161,2/18/2021,893574,cancel,1337948,2020035,8155109
6980384,2/18/2021,1009656,cancel,1338171,2017430,6719646
6980802,2/18/2021,988380,cancel,1338589,2018288,8617016
6980685,2/18/2021,1376645,paid,1338472,2019672,5276093
6980841,2/18/2021,771815,waiting,1338628,2019706,5996131
6979880,2/18/2021,892320,paid,1337667,2019401,7007360
6980736,2/18/2021,981266,paid,1338523,2020074,4206123
6980371,2/18/2021,492932,paid,1338158,2018014,3397282
6980777,2/18/2021,443207,paid,1338564,2020016,10390890
6980296,2/18/2021,1038692,paid,1338083,2020423,2996367
6980147,2/18/2021,624790,waiting,1337934,2017760,6353896
6980749,2/18/2021,1173782,paid,1338536,2018839,9311529
6980462,2/18/2021,959920,paid,1338249,2017479,3020983
6980458,2/18/2021,313610,paid,1338245,2017845,4173722
6980475,2/18/2021,882830,paid,1338262,2017115,3760710
6980677,2/18/2021,441738,waiting,1338464,2019545,10428576
6980880,2/18/2021,366903,paid,1338667,2018219,7040459
6980546,2/18/2021,729176,paid,1338333,2020176,8892827
6980065,2/18/2021,27532,paid,1337852,2018636,7681663
6980601,2/18/2021,54636,paid,1338388,2019994,7949693
6980681,2/18/2021,85416,cancel,1338468,2019256,3953755
6980749,2/18/2021,366336,cancel,1338536,2019784,3233066
6980739,2/18/2021,660912,waiting,1338526,2017735,7243537
6980414,2/18/2021,815136,waiting,1338201,2017247,8527892
6980179,2/18/2021,443456,cancel,1337966,2020381,7264014
6980115,2/18/2021,139000,waiting,1337902,2020276,6539569
6980436,2/18/2021,548262,paid,1338223,2017424,5078435
6980817,2/18/2021,391797,paid,1338604,2019250,8681732
6980581,2/18/2021,596288,waiting,1338368,2017195,4679332
6980388,2/18/2021,560310,paid,1338175,2018287,3275403
6980876,2/18/2021,146982,waiting,1338663,2020363,7268636
6980510,2/18/2021,325732,paid,1338297,2020805,9860306
6980084,2/18/2021,522585,cancel,1337871,2017842,10457675
6980254,2/18/2021,171468,paid,1338041,2018501,5505973
6979911,2/18/2021,798022,cancel,1337698,2019948,4345581
6980216,2/18/2021,269406,paid,1338003,2020071,7103007
6980500,2/18/2021,478275,waiting,1338287,2017639,8579319
6980017,2/18/2021,143360,paid,1337804,2018109,9611669
6980627,2/18/2021,660928,paid,1338414,2017087,5570105
6980821,2/18/2021,761475,waiting,1338608,2017321,8188036
6980123,2/18/2021,1313820,paid,1337910,2017069,5922289
6979922,2/18/2021,1457577,cancel,1337709,2018417,6139050
6980203,2/18/2021,26758,cancel,1337990,2017458,10087589
6980281,2/18/2021,14217,paid,1338068,2018434,9340330
6980651,2/18/2021,607365,cancel,1338438,2020816,6877201
6980108,2/18/2021,473022,paid,1337895,2017408,6815104
6980794,2/18/2021,371952,cancel,1338581,2017646,5400032
6980433,2/18/2021,112048,paid,1338220,2019401,8672480
6979903,2/18/2021,450080,cancel,1337690,2017411,8839501
6980740,2/19/2021,948328,waiting,1338527,2018724,6171425
6980344,2/19/2021,802952,paid,1338131,2019558,3891560
6980260,2/19/2021,494307,cancel,1338047,2020661,6671153
6980209,2/19/2021,897930,paid,1337996,2018913,6923673
6980057,2/19/2021,643860,cancel,1337844,2018962,5665635
6980801,2/19/2021,853992,waiting,1338588,2017451,8549497
6980413,2/19/2021,1037924,paid,1338200,2018996,4440480
6980614,2/19/2021,1032892,waiting,1338401,2020126,3084656
6980011,2/19/2021,1264172,waiting,1337798,2017858,7509978
6980790,2/19/2021,800632,paid,1338577,2018935,5296344
6980663,2/19/2021,300993,paid,1338450,2020322,2587222
6980786,2/19/2021,294798,waiting,1338573,2018067,5304726
6980002,2/19/2021,1053924,paid,1337789,2018525,9529073
6980545,2/19/2021,424080,paid,1338332,2020306,4772412
6980379,2/19/2021,73085,waiting,1338166,2019325,2930608
6980389,2/19/2021,868164,paid,1338176,2017774,10172691
6980389,2/19/2021,827770,cancel,1338176,2019813,3814473
6980054,2/19/2021,1222200,waiting,1337841,2019133,9039285
6979977,2/19/2021,1271424,cancel,1337764,2019713,8165259
6980028,2/19/2021,411068,waiting,1337815,2017021,4651645
6980819,2/19/2021,551733,cancel,1338606,2020818,4034562
6980346,2/19/2021,210672,waiting,1338133,2020268,5317315
6979906,2/19/2021,527080,waiting,1337693,2019377,5847383
6980512,2/19/2021,800625,waiting,1338299,2018185,3297059
6980675,2/19/2021,826392,paid,1338462,2017614,9022099
6980771,2/19/2021,952476,paid,1338558,2019484,3722502
6980187,2/19/2021,380952,paid,1337974,2017459,4765381
6979889,2/19/2021,1356684,paid,1337676,2019404,3934107
6980432,2/19/2021,770840,waiting,1338219,2018943,3285263
6980322,2/19/2021,637425,paid,1338109,2019211,7573116
6979986,2/19/2021,172140,paid,1337773,2020350,6387795
6980142,2/19/2021,153747,paid,1337929,2020499,7560337
6980086,2/19/2021,1313100,paid,1337873,2019936,8776894
6980019,2/19/2021,1270128,paid,1337806,2018947,6145643
6980334,2/19/2021,577200,paid,1338121,2019167,6792584
6980576,2/19/2021,962208,cancel,1338363,2019069,3254436
6980284,2/19/2021,687300,cancel,1338071,2017586,7092831
6980690,2/19/2021,749844,waiting,1338477,2017790,5405086
6980641,2/19/2021,540018,waiting,1338428,2020833,8971502
6980015,2/19/2021,1049680,paid,1337802,2019574,6947475
6980723,2/19/2021,332616,paid,1338510,2018088,7016422
6980409,2/19/2021,54160,cancel,1338196,2017410,6716605
6980086,2/19/2021,975936,paid,1337873,2020523,8506743
6979947,2/19/2021,1073134,paid,1337734,2020198,3744000
6980083,2/19/2021,455056,paid,1337870,2017722,3055533
6980719,2/19/2021,1040116,paid,1338506,2020524,7308523
6979902,2/19/2021,467016,paid,1337689,2017508,6194544
6980726,2/19/2021,129879,paid,1338513,2019185,3408915
6980110,2/19/2021,1068949,paid,1337897,2019880,4249791
6980020,2/19/2021,96299,cancel,1337807,2019534,7398652
6980172,2/19/2021,1145090,paid,1337959,2019075,8200972
6980843,2/19/2021,1063620,paid,1338630,2017197,6845773
6980150,2/19/2021,990525,paid,1337937,2020834,9224239
6980628,2/19/2021,662039,cancel,1338415,2020586,8138282
6980255,2/19/2021,1018570,waiting,1338042,2018927,8570968
6980876,2/19/2021,584598,paid,1338663,2020077,8545045
6979904,2/19/2021,302412,cancel,1337691,2019626,6239057
6980435,2/19/2021,1412640,paid,1338222,2018861,6395886
6980216,2/19/2021,224978,paid,1338003,2020015,10408201
6980202,2/19/2021,213615,paid,1337989,2019943,5380546
6980684,2/19/2021,511200,paid,1338471,2019218,3403100
6980792,2/19/2021,595280,paid,1338579,2018712,9559147
6980644,2/19/2021,14649,paid,1338431,2018169,3745779
6980214,2/19/2021,373436,paid,1338001,2018370,6253984
6980848,2/19/2021,1196249,paid,1338635,2020083,6985275
6979913,2/20/2021,942890,cancel,1337700,2017433,4130997
6980019,2/20/2021,1181984,waiting,1337806,2020267,9906199
6979890,2/20/2021,898260,paid,1337677,2017923,3218686
6980254,2/20/2021,1373376,paid,1338041,2018592,3283096
6980712,2/20/2021,627210,cancel,1338499,2018643,6859409
6980728,2/20/2021,494950,paid,1338515,2020579,4294065
6980339,2/20/2021,724934,cancel,1338126,2019513,4477273
6980293,2/20/2021,373425,paid,1338080,2019081,7744107
6980777,2/20/2021,1188228,paid,1338564,2020058,3453970
6980875,2/20/2021,1135920,paid,1338662,2020844,7133596
6980179,2/20/2021,1393824,paid,1337966,2017851,3209147
6980173,2/20/2021,770536,paid,1337960,2017007,9870543
6980125,2/20/2021,406410,cancel,1337912,2019143,10194562
6980500,2/20/2021,239166,paid,1338287,2018169,7101719
6980223,2/20/2021,793800,paid,1338010,2018369,9019078
6980797,2/20/2021,166956,paid,1338584,2018088,5605687
6980615,2/20/2021,577017,waiting,1338402,2018177,7481002
6980477,2/20/2021,539714,paid,1338264,2018840,6904949
6980035,2/20/2021,1072521,paid,1337822,2020550,5292542
6980569,2/20/2021,141260,cancel,1338356,2019341,7524377
6980683,2/20/2021,295922,paid,1338470,2018569,4069686
6980018,2/20/2021,888875,waiting,1337805,2019169,9059050
6980836,2/20/2021,673624,waiting,1338623,2019278,8336630
6980001,2/20/2021,1294560,paid,1337788,2018507,8714955
6980427,2/20/2021,1299133,paid,1338214,2019823,5585932
6980544,2/20/2021,815970,paid,1338331,2018503,9913706
6980718,2/20/2021,204915,paid,1338505,2018001,3408759
6980302,2/20/2021,234400,waiting,1338089,2018720,8096845
6980051,2/20/2021,1321922,paid,1337838,2018691,4439556
6980257,2/20/2021,1314641,cancel,1338044,2020790,7091286
6979888,2/20/2021,619028,paid,1337675,2020216,9813761
6980012,2/20/2021,740410,paid,1337799,2018893,2730500
6980213,2/20/2021,445792,paid,1338000,2017366,6005683
6980154,2/20/2021,1052298,paid,1337941,2019032,3209957
6980430,2/20/2021,1175720,cancel,1338217,2019547,3389975
6980325,2/20/2021,892200,paid,1338112,2017712,7835183
6980307,2/20/2021,350792,waiting,1338094,2017677,6054435
6979942,2/20/2021,685083,paid,1337729,2019876,9806075
6980850,2/20/2021,1017792,cancel,1338637,2020615,7669288
6980117,2/20/2021,785900,paid,1337904,2020457,3573007
6980429,2/20/2021,631752,waiting,1338216,2019064,3924033
6980115,2/20/2021,544788,paid,1337902,2018795,4779977
6980802,2/20/2021,460779,waiting,1338589,2018671,3366297
6980506,2/20/2021,85092,cancel,1338293,2018225,7306640
6980208,2/20/2021,778525,paid,1337995,2017387,4731760
6980358,2/20/2021,1128660,cancel,1338145,2020251,5189829
6979944,2/20/2021,1312509,paid,1337731,2017343,7519140
6980436,2/20/2021,478260,waiting,1338223,2019348,10409446
6980182,2/20/2021,1220040,cancel,1337969,2016995,4877777
6980844,2/20/2021,1171260,paid,1338631,2020640,8808779
6980228,2/20/2021,237881,paid,1338015,2018858,6012578
6980126,2/20/2021,1367700,paid,1337913,2017311,4782078
6980840,2/20/2021,544830,paid,1338627,2018673,4242073
6980665,2/20/2021,794752,paid,1338452,2020074,9549204
6980489,2/21/2021,13117,waiting,1338276,2017904,5030347
6979977,2/21/2021,580642,paid,1337764,2017100,9368993
6979975,2/21/2021,1045916,cancel,1337762,2018131,8475300
6980576,2/21/2021,1261655,cancel,1338363,2019069,4438931
6980841,2/21/2021,1083300,paid,1338628,2019908,7280133
6979934,2/21/2021,1209746,paid,1337721,2018820,8851474
6979923,2/21/2021,582240,cancel,1337710,2017781,9629258
6980635,2/21/2021,401652,paid,1338422,2019836,6401385
6980212,2/21/2021,771153,paid,1337999,2020428,7391016
6979981,2/21/2021,886260,paid,1337768,2020479,10144481
6980819,2/21/2021,1090904,paid,1338606,2017598,8992422
6980683,2/21/2021,1078128,cancel,1338470,2020144,4702181
6980086,2/21/2021,709520,paid,1337873,2020608,4363271
6979883,2/21/2021,302772,paid,1337670,2018449,3273902
6979957,2/21/2021,947520,paid,1337744,2017308,7198561
6980448,2/21/2021,266520,paid,1338235,2017980,8886281
6980073,2/21/2021,178836,waiting,1337860,2019085,5691956
6980195,2/21/2021,723950,paid,1337982,2018925,7043580
6980182,2/21/2021,645260,paid,1337969,2019330,7536249
6980084,2/21/2021,470916,paid,1337871,2018403,7734219
6979939,2/21/2021,251100,paid,1337726,2018799,9212993
6980197,2/21/2021,108920,paid,1337984,2018217,4507870
6980231,2/21/2021,884416,paid,1338018,2019679,9607243
6980546,2/21/2021,678555,paid,1338333,2020187,6036174
6980667,2/21/2021,498427,cancel,1338454,2020219,5207916
6980411,2/21/2021,225760,cancel,1338198,2018716,4982283
6980252,2/21/2021,673348,paid,1338039,2018684,3213453
6980171,2/21/2021,938730,paid,1337958,2018067,9260128
6980808,2/21/2021,1426491,paid,1338595,2018437,8267906
6979965,2/21/2021,1052376,waiting,1337752,2018568,3259151
6980754,2/21/2021,1128205,paid,1338541,2019441,9533312
6980295,2/21/2021,1105040,paid,1338082,2020124,3951711
6980670,2/21/2021,845704,paid,1338457,2020503,8213103
6980555,2/21/2021,1392090,paid,1338342,2019464,4367777
6980764,2/21/2021,1151514,paid,1338551,2017163,3359206
6980153,2/21/2021,562716,paid,1337940,2018744,3945316
6980253,2/21/2021,645624,waiting,1338040,2020861,4921401
6980794,2/21/2021,898587,cancel,1338581,2020110,4536402
6980529,2/21/2021,1150344,paid,1338316,2020436,8474933
6980087,2/21/2021,28732,paid,1337874,2020870,9874887
6980677,2/21/2021,534845,waiting,1338464,2017573,4932539
6980733,2/21/2021,150062,paid,1338520,2016914,9355995
6980022,2/21/2021,1137528,paid,1337809,2019299,4089911
6980473,2/21/2021,987750,paid,1338260,2020038,8800738
6980191,2/21/2021,1111734,paid,1337978,2020616,6274684
6980660,2/21/2021,1435200,waiting,1338447,2019997,2948440
6980156,2/21/2021,738979,waiting,1337943,2017094,9339571
6980475,2/21/2021,1003312,paid,1338262,2020377,9560676
6980812,2/21/2021,69265,waiting,1338599,2019394,6862913
6980055,2/21/2021,867648,paid,1337842,2020843,5194355
6980755,2/21/2021,207900,paid,1338542,2018031,7526959
6980786,2/21/2021,1180116,waiting,1338573,2019467,9359186
6980648,2/21/2021,263397,cancel,1338435,2018837,9293686
6980677,2/21/2021,43239,paid,1338464,2018296,4674248
6980734,2/21/2021,1265440,paid,1338521,2019872,2779344
6979944,2/21/2021,403812,cancel,1337731,2019265,5505207
6980693,2/21/2021,1420749,cancel,1338480,2017213,9362387
6980310,2/21/2021,100170,paid,1338097,2020724,5339125
6980653,2/22/2021,426510,paid,1338440,2017314,4573906
6979938,2/22/2021,727045,paid,1337725,2018187,4339450
6980512,2/22/2021,564794,cancel,1338299,2017639,10161495
6980390,2/22/2021,1100148,paid,1338177,2017152,5680451
6980256,2/22/2021,273334,paid,1338043,2020389,6946601
6980049,2/22/2021,1270119,paid,1337836,2018740,5712014
6980327,2/22/2021,1087846,paid,1338114,2020787,6988850
6980471,2/22/2021,600390,paid,1338258,2020361,6736373
6980094,2/22/2021,1329400,cancel,1337881,2018148,4112481
6979885,2/22/2021,1262645,cancel,1337672,2020128,5101389
6980580,2/22/2021,1152528,paid,1338367,2018665,2712991
6980288,2/22/2021,569468,cancel,1338075,2018185,7022387
6980814,2/22/2021,556710,paid,1338601,2017603,6252755
6980492,2/22/2021,1041440,paid,1338279,2016884,5965921
6980750,2/22/2021,950328,paid,1338537,2020561,3290874
6980042,2/22/2021,420448,paid,1337829,2019932,3082877
6980573,2/22/2021,131400,waiting,1338360,2017552,3986144
6979887,2/22/2021,1149467,paid,1337674,2020453,10409286
6979949,2/22/2021,433888,waiting,1337736,2018480,4735166
6980182,2/22/2021,232611,cancel,1337969,2020840,9944095
6979929,2/22/2021,428736,paid,1337716,2017010,4969273
6980823,2/22/2021,573183,waiting,1338610,2020198,2700790
6980657,2/22/2021,371392,waiting,1338444,2018276,9602178
6980699,2/22/2021,544362,cancel,1338486,2020486,3346801
6980409,2/22/2021,956288,paid,1338196,2016995,6623396
6980402,2/22/2021,1292095,paid,1338189,2020520,6440366
6980247,2/22/2021,1195922,paid,1338034,2020281,4139218
6980239,2/22/2021,293260,waiting,1338026,2018569,5489388
6980029,2/22/2021,705159,paid,1337816,2018760,4721710
6980713,2/22/2021,646156,cancel,1338500,2019108,6997146
6980086,2/22/2021,208000,paid,1337873,2019549,5126958
6980735,2/22/2021,700700,waiting,1338522,2020536,6790864
6980417,2/22/2021,368368,paid,1338204,2020747,4057616
6980218,2/22/2021,604800,paid,1338005,2018465,4815109
6980018,2/22/2021,658845,waiting,1337805,2020436,9933227
6979957,2/22/2021,511563,paid,1337744,2017308,8664066
6980603,2/22/2021,1395265,paid,1338390,2018540,5890490
6979894,2/22/2021,28620,cancel,1337681,2019577,8912355
6980088,2/22/2021,965770,paid,1337875,2018468,9278805
6980430,2/22/2021,65145,paid,1338217,2016885,5130522
6980666,2/22/2021,104080,paid,1338453,2020030,2485089
6980533,2/22/2021,1186112,cancel,1338320,2018915,9931894
6980532,2/22/2021,832256,paid,1338319,2020545,7676728
6980694,2/22/2021,172044,paid,1338481,2018397,9752228
6980607,2/22/2021,287080,cancel,1338394,2018314,3453156
6979937,2/22/2021,1228591,paid,1337724,2016924,5168638
6980530,2/22/2021,27458,waiting,1338317,2017311,7487034
6979939,2/22/2021,968240,paid,1337726,2016951,5150202
6980627,2/22/2021,629112,cancel,1338414,2017741,4297296
6980463,2/22/2021,843456,paid,1338250,2019600,6688288
6980162,2/22/2021,929132,paid,1337949,2019248,2485899
6980825,2/22/2021,603765,cancel,1338612,2017635,8882370
6980639,2/22/2021,1413200,cancel,1338426,2018519,8098378
6980294,2/22/2021,1001650,paid,1338081,2018429,3774963
6979926,2/23/2021,771307,paid,1337713,2019236,2747773
6980334,2/23/2021,384832,paid,1338121,2018555,5661205
6980753,2/23/2021,754522,waiting,1338540,2018422,3690315
6980208,2/23/2021,477648,waiting,1337995,2019081,9126440
6980813,2/23/2021,962000,waiting,1338600,2020628,10242977
6980847,2/23/2021,1203636,waiting,1338634,2019325,8410703
6980505,2/23/2021,1136195,waiting,1338292,2017202,6567933
6980874,2/23/2021,923472,paid,1338661,2019341,5013862
6980514,2/23/2021,439549,paid,1338301,2017141,5795455
6980685,2/23/2021,1037652,waiting,1338472,2020239,8448358
6980546,2/23/2021,276507,paid,1338333,2018042,2635402
6980503,2/23/2021,548932,paid,1338290,2017516,6787742
6980784,2/23/2021,1352736,paid,1338571,2017914,6676696
6979925,2/23/2021,563258,waiting,1337712,2017274,8997008
6980865,2/23/2021,903104,paid,1338652,2017144,7274840
6980303,2/23/2021,1251450,paid,1338090,2019926,9566564
6980321,2/23/2021,1176660,cancel,1338108,2020723,2555745
6980021,2/23/2021,462627,paid,1337808,2019671,6914475
6980404,2/23/2021,160666,paid,1338191,2019774,2799639
6980791,2/23/2021,393210,paid,1338578,2019896,4996687
6980727,2/23/2021,349475,paid,1338514,2017110,6161133
6980344,2/23/2021,1070712,paid,1338131,2018089,9230938
6980589,2/23/2021,1278930,paid,1338376,2017723,3021756
6980621,2/23/2021,906979,paid,1338408,2020244,4263833
6980833,2/23/2021,704816,cancel,1338620,2017105,9979232
6980172,2/23/2021,967588,cancel,1337959,2018436,3274272
6980100,2/23/2021,962476,paid,1337887,2016994,8183054
6980571,2/23/2021,622395,paid,1338358,2017736,6838501
6980807,2/23/2021,1065600,waiting,1338594,2018306,5867810
6980826,2/23/2021,215776,paid,1338613,2019794,6597572
6980776,2/23/2021,854259,paid,1338563,2018293,7827668
6980271,2/23/2021,1247148,paid,1338058,2019274,3710921
6980241,2/23/2021,164395,paid,1338028,2018000,6569232
6980219,2/23/2021,157597,paid,1338006,2017952,4978231
6980487,2/23/2021,489498,waiting,1338274,2019950,4716654
6979890,2/23/2021,248557,waiting,1337677,2017613,8473429
6980610,2/23/2021,44808,waiting,1338397,2020203,4628108
6980651,2/23/2021,194688,paid,1338438,2020130,6527505
6980693,2/23/2021,1246896,paid,1338480,2017768,8646076
6980245,2/23/2021,487146,paid,1338032,2017724,9644984
6980209,2/23/2021,402300,cancel,1337996,2018388,2525675
6980192,2/23/2021,594880,waiting,1337979,2020734,8300006
6980282,2/23/2021,1152663,waiting,1338069,2016989,4060986
6980258,2/23/2021,952816,paid,1338045,2019504,3015608
6980439,2/23/2021,585070,paid,1338226,2017295,4143126
6980149,2/23/2021,1266660,cancel,1337936,2017648,5441723
6980170,2/23/2021,637604,paid,1337957,2016896,4990146
6980618,2/23/2021,505400,paid,1338405,2018193,3668852
6980638,2/23/2021,246874,paid,1338425,2018812,9644496
6979953,2/24/2021,1278072,paid,1337740,2019537,5401953
6980652,2/24/2021,789700,paid,1338439,2019822,5917880
6980268,2/24/2021,885376,paid,1338055,2018959,6305149
6980127,2/24/2021,396480,cancel,1337914,2020577,3646671
6979954,2/24/2021,394800,paid,1337741,2016892,7360796
6979980,2/24/2021,97377,paid,1337767,2020490,3974388
6980207,2/24/2021,990284,paid,1337994,2019996,4726111
6980755,2/24/2021,965671,paid,1338542,2017176,9648434
6980500,2/24/2021,1051419,paid,1338287,2017287,6729337
6980618,2/24/2021,874696,waiting,1338405,2017682,3356152
6980387,2/24/2021,1353216,paid,1338174,2018636,10181647
6980643,2/24/2021,541405,waiting,1338430,2019311,5096861
6980772,2/24/2021,1255800,cancel,1338559,2017805,8127020
6980005,2/24/2021,509238,waiting,1337792,2017247,7375481
6979958,2/24/2021,248368,paid,1337745,2019201,2738356
6979980,2/24/2021,281505,paid,1337767,2017276,9794011
6980046,2/24/2021,732991,paid,1337833,2016980,3900960
6980845,2/24/2021,1087086,cancel,1338632,2019695,5779723
6979941,2/24/2021,1282776,paid,1337728,2018843,5279558
6980377,2/24/2021,702728,waiting,1338164,2016996,9647127
6980284,2/24/2021,329498,paid,1338071,2019412,5149713
6980017,2/24/2021,29170,paid,1337804,2018585,4349813
6980460,2/24/2021,1027296,paid,1338247,2019154,3512344
6980682,2/24/2021,515916,paid,1338469,2019628,7253220
6980079,2/24/2021,1150714,paid,1337866,2019099,6959546
6980705,2/24/2021,559172,paid,1338492,2016913,8036079
6980134,2/24/2021,1017666,paid,1337921,2017265,2500123
6980565,2/24/2021,440544,paid,1338352,2017662,4599458
6980514,2/24/2021,536426,paid,1338301,2016963,6308485
6980293,2/24/2021,751964,waiting,1338080,2017584,10012701
6979899,2/24/2021,1127185,waiting,1337686,2020090,4390377
6980263,2/24/2021,215085,waiting,1338050,2020798,8578708
6980151,2/24/2021,28824,cancel,1337938,2020528,6844008
6980864,2/24/2021,1183834,paid,1338651,2019799,3892496
6980730,2/24/2021,1262700,paid,1338517,2016877,7944236
6980097,2/24/2021,955589,paid,1337884,2017147,5726028
6979999,2/24/2021,976350,paid,1337786,2020266,8189558
6980392,2/24/2021,1435000,paid,1338179,2018112,7820554
6980173,2/24/2021,1333150,paid,1337960,2019238,3876024
6980652,2/24/2021,438272,waiting,1338439,2018280,8555659
